aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
MCL/C1N6Si4Y2_ICSD_162422,10.001433,5.9599258,10.393608,90.25022,90.0,90.0,4.14059,-1.2111,14,619.534,1.0183,14.0000,0.5000,4.3618,4.0000,13.0000,3.0999
RHL/Br6Cs4Pb1_ICSD_162158,10.003389,10.003389,10.003389,89.149482,89.149482,89.149482,4.0431,-1.62941,167,1000.69,1.4467,46.5455,0.6400,7.9051,3.0000,11.0000,3.8971
BCC/O8Te3Zr1_ICSD_9079,10.003997,10.003997,10.003997,109.47122,109.47122,109.47122,5.18822,-1.63708,206,770.724,1.4067,21.6667,0.6286,3.4641,3.0000,12.0000,3.6494
MCL/C1H1Na1O3_ICSD_26933,10.004842,4.1051852,8.4245237,59.910594,90.181801,90.052996,1.8638,-1.50437,2,299.381,1.3133,7.0000,0.5833,7.5277,4.0000,6.0000,4.8668
BCT/C1F2N1O2P1_ICSD_248121,10.006417,10.006417,10.006417,93.838375,93.838375,150.01034,1.74359,-1.57035,82,483.754,0.8940,8.8571,0.6500,1.1127,5.0000,7.0000,5.8973
MCL/B1S3Tl3_ICSD_202528,10.008588,5.7152137,6.7593769,81.61878,90.0,90.0,6.25206,-0.425099,11,382.515,0.6400,42.2857,0.5333,1.6036,3.0000,7.0000,1.3962
MCL/B1F4H5O2_ICSD_15592,10.006837,6.7123331,7.2427942,85.231869,90.0,90.0,1.6967,-1.80425,14,484.809,1.1767,5.1667,0.6042,7.8721,4.0000,12.0000,6.9955
MCL/O4Se1V1_ICSD_68333,10.009179,3.9537836,8.1896853,81.34593,90.0,90.0,4.01957,-1.16458,14,320.41,1.2067,14.8333,0.5714,4.4907,3.0000,6.0000,1.5441
HEX/Ba1Mn1O3_ICSD_89996,10.013237,10.012806,5.0118761,90.0,90.0,120.00142,5.50096,-1.71116,185,435.166,1.7000,21.0000,0.4444,6.5422,3.0000,5.0000,2.0194
TET/I1Li1O3_ICSD_20032,10.013535,10.013535,6.7614051,90.0,90.0,90.0,3.56308,-0.834129,86,677.972,1.6400,16.0000,0.6538,6.8337,3.0000,5.0000,3.5859
RHL/Cl1N1Zr1_ICSD_87796,10.014047,10.014047,10.014047,20.993692,20.993692,20.993692,4.13916,-1.79406,166,112.875,1.2200,21.3333,0.5000,7.0000,3.0000,3.0000,1.7616
BCC/Al2Mg3O12Si3_ICSD_34810,10.014903,10.014903,10.014903,109.47122,109.47122,109.47122,3.46285,-2.85737,230,773.247,1.1133,10.0000,0.5833,4.9852,4.0000,20.0000,4.9519
HEX/Cl1O12P3Sr5_ICSD_2089,10.014266,10.0143,7.2546527,90.000009,89.999995,119.99999,3.99787,-2.93603,176,630.067,1.4067,16.5714,0.5962,6.0710,4.0000,21.0000,5.0844
HEX/Si1_ICSD_189399,10.01702,10.01702,16.120804,90.001778,89.998222,120.00018,1.93093,0.145016,164,1400.86,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,0.7852
ORCC/Ca3Mn2O7_ICSD_96697,10.017374,10.017374,5.3391481,90.0,90.0,148.49381,4.05794,-1.95055,63,279.989,1.6267,13.8333,0.4516,6.3960,3.0000,12.0000,0.2153
BCT/Mo4Na5O16Y1_ICSD_78534,10.018316,10.018316,10.018316,109.48596,109.48596,109.44175,3.61957,-1.79001,88,774.038,1.4117,15.0000,0.5000,6.5233,4.0000,26.0000,3.8128
CUB/Ba1Ca2N12P6_ICSD_415715,10.018227,10.018227,10.018227,90.0,90.0,90.0,3.77474,-0.887615,205,1005.48,1.2733,12.8571,0.5625,4.6614,4.0000,21.0000,4.0771
BCC/Al2Co3O12Si3_ICSD_81358,10.020931,10.020931,10.020931,109.47122,109.47122,109.47122,4.34736,-1.97002,230,774.644,0.9183,12.2500,0.4786,2.5397,4.0000,20.0000,3.8367
FCC/C2Cl1Mg1Na3O6_ICSD_158961,10.024103,10.024103,10.024103,60.0,60.0,60.0,2.31976,-1.90349,203,712.232,1.3740,9.3846,0.5893,6.9780,5.0000,13.0000,4.1875
BCT/Na5O16W4Y1_ICSD_417143,10.026253,10.026253,10.026253,109.11294,109.11294,110.19018,5.11674,-1.97353,88,775.788,1.4450,19.9231,0.5000,6.5233,4.0000,26.0000,4.5431
HEX/F1O12P3Pb5_ICSD_20500,10.028068,10.028007,7.4917243,90.0,90.0,120.00078,6.82048,-1.98489,176,652.441,1.0800,26.6667,0.6316,0.9258,4.0000,21.0000,3.7250
MCL/As3F6Sb1Se4_ICSD_24413,10.030014,6.4977934,10.773513,87.657704,90.0,90.0,3.67513,-1.29889,11,701.555,1.0267,24.2857,0.6744,0.8644,4.0000,14.0000,1.8937
MCLC/As3Bi2K3O12_ICSD_59887,10.033635,10.033635,7.2083898,72.446904,72.446904,89.236629,4.8103,-1.54406,15,657.28,1.3367,20.9000,0.6300,5.4047,4.0000,20.0000,3.3166
MCL/Cl1Hg2O12Rb3S3_ICSD_436,10.039483,8.0870114,10.241015,69.218308,90.0,90.0,4.19194,-1.4546,4,777.366,1.2800,20.5714,0.5242,5.3816,5.0000,21.0000,2.3709
CUB/Be3F12K2Mg2_ICSD_15152,10.041546,10.041546,10.041546,90.0,90.0,90.0,2.50479,-3.32243,198,1012.52,1.6233,9.5789,0.6250,7.5808,4.0000,19.0000,7.0100
MCLC/Al1Cs3Ge2O7_ICSD_412140,10.041708,10.041708,7.7593667,73.053704,73.053704,121.67056,4.24965,-2.04356,15,533.663,1.3917,22.9231,0.5893,6.3509,4.0000,13.0000,3.3869
TRI/B4O7Rb2_ICSD_85093,10.04538,10.793302,6.7385952,103.47935,101.47108,89.351597,3.11353,-2.41117,2,695.829,1.7467,11.5385,0.5714,5.4030,3.0000,13.0000,4.5810
MCLC/K6Sb3Tl2_ICSD_93048,10.043925,10.043925,20.024898,82.982837,82.982837,119.53253,3.92879,-0.460345,15,1705.14,0.8200,39.0000,0.4074,6.9282,3.0000,11.0000,0.2224
HEX/Br2H12Sr7_ICSD_418949,10.043963,10.043971,4.01314,90.0,90.0,119.99998,3.71901,-0.788632,174,350.611,1.3400,16.5714,0.2500,4.7253,3.0000,21.0000,3.7101
ORCF/Ba1F22Sb2Xe5_ICSD_281063,10.048738,9.4887898,9.4074528,64.252028,58.266129,57.480476,3.84354,-1.6378,12,628.737,1.6367,20.8667,0.7087,2.8252,4.0000,30.0000,2.5525
HEX/Al1Na1O4Si1_ICSD_36324,10.050425,10.05044,8.4514658,90.000002,89.999998,119.99992,2.55247,-2.76077,173,739.32,1.3033,10.0000,0.5938,5.4903,4.0000,7.0000,4.3684
TRI/Ge1K1Li3O4_ICSD_38324,10.050245,7.5784533,5.9306124,79.763342,76.522981,83.585739,3.02765,-1.93268,2,431.108,1.4817,10.2222,0.5625,7.7208,4.0000,9.0000,3.8969
FCC/C4Mg2Na6O16S1_ICSD_27792,10.050623,10.050623,10.050623,60.0,60.0,60.0,2.4178,-1.8711,227,717.9,1.2580,8.8966,0.5938,6.5753,5.0000,29.0000,3.7221
TRI/Cu1K1Na1O10Si4_ICSD_260174,10.051702,8.3846218,7.0490158,63.330184,77.877711,64.445135,2.76014,-2.32996,2,478.849,1.2420,11.4706,0.5393,4.8877,5.0000,17.0000,2.2846
BCC/Bi2O3_ICSD_27152,10.05203,10.05203,10.05203,109.47122,109.47122,109.47122,5.93757,-1.03063,197,781.879,1.4200,38.0000,0.6429,0.5477,2.0000,5.0000,1.7808
MCL/Ge2O7Rb6_ICSD_73551,10.054475,7.2237785,10.254273,74.896962,90.0,90.0,3.5563,-1.16561,14,719.056,1.7467,22.8000,0.5714,7.4111,3.0000,15.0000,2.2072
MCL/H4K2N2O2Si1_ICSD_73152,10.055916,6.8777842,7.6756843,88.908508,90.0,90.0,2.13148,-1.14724,14,530.773,1.2760,7.8182,0.5000,7.4346,5.0000,11.0000,3.8205
MCL/H1K2N1O7S2_ICSD_201200,10.059406,9.2791958,11.793564,59.904103,90.0,90.0,1.87824,-1.30877,14,952.441,1.2160,10.3077,0.6290,6.5398,5.0000,13.0000,4.7385
MCLC/H1O9S2Tl3_ICSD_35358,10.059853,10.059853,7.605611,76.522784,76.522784,131.22464,5.71421,-1.15913,9,477.879,0.9733,23.2000,0.6184,3.9060,4.0000,15.0000,1.2517
MCL/H2I3K1O1_ICSD_26338,10.060347,4.755418,9.0988818,85.058502,90.0,90.0,3.35281,-0.881478,7,433.683,1.3867,26.8571,0.6333,8.4261,4.0000,7.0000,1.9406
RHL/Cl1O1Y1_ICSD_60585,10.061991,10.061991,10.061991,21.914509,21.914509,21.914509,3.74747,-3.11729,166,124.388,1.4800,21.3333,0.5625,7.8102,3.0000,3.0000,4.2949
CUB/K2Mg2O12S3_ICSD_40986,10.063285,10.063285,10.063285,90.0,90.0,90.0,2.70468,-1.9686,198,1019.11,1.5217,10.8421,0.6250,6.0780,4.0000,19.0000,5.5629
MCLC/H3K1O6S1_ICSD_60021,10.065093,10.065093,7.6884118,88.629632,88.629632,45.439462,2.0375,-1.19942,15,554.775,1.3733,7.8182,0.6087,7.5679,4.0000,11.0000,4.5928
HEX/C3F7H16N1_ICSD_110224,10.068319,10.067458,6.0743011,89.999192,89.994121,119.99851,1.2404,-0.954435,173,533.225,0.9717,3.8519,0.5366,7.5617,4.0000,27.0000,7.3685
CUB/Bi1K2Rb1Se3_ICSD_85412,10.070836,10.070836,10.070836,90.0,90.0,90.0,3.96373,-0.973427,198,1021.4,1.0650,37.1429,0.5769,7.8921,4.0000,7.0000,2.1471
TRI/B4Bi2O10Sr1_ICSD_173833,10.071615,7.0476612,6.8745671,78.365559,68.721833,76.041627,5.37762,-2.25837,2,437.746,1.2483,17.8824,0.5952,3.4268,4.0000,17.0000,3.7440
ORC/Rb3Sb1Se4_ICSD_404081,10.074588,10.57969,11.66201,90.0,90.0,89.985744,3.70844,-0.904521,62,1243.01,1.1533,37.2500,0.5938,7.6672,3.0000,8.0000,1.3257
TRI/Fe2K2Na2O20Si8_ICSD_250222,10.079184,7.055242,8.4159779,64.042914,65.199294,79.0229,2.65353,-2.39002,2,488.453,1.2420,11.2941,0.5581,5.0344,5.0000,17.0000,2.6768
ORCC/Ca3Mn2O7_ICSD_96698,10.080938,10.080938,5.3911518,90.0,90.0,149.22006,4.05241,-1.96075,36,280.372,1.6267,13.8333,0.4516,6.3960,3.0000,12.0000,0.2815
RHL/Bi2Se3_ICSD_165226,10.082036,10.082036,10.082036,24.045798,24.045798,24.045798,7.27279,-0.389834,166,149.515,0.5300,53.6000,0.6429,0.5477,2.0000,5.0000,0.3006
TET/O12Se4_ICSD_18180,10.083018,10.083018,5.5400146,90.0,90.0,90.0,2.99439,-0.366388,114,563.238,0.8900,14.5000,0.6667,0.0000,2.0000,4.0000,2.4120
TRI/Cs10K6Pb36_ICSD_411892,10.088323,15.549655,15.706129,104.79576,97.306802,100.01676,6.49337,-0.191296,1,2307.4,1.0267,69.5385,0.4500,6.1188,3.0000,26.0000,0.7219
ORCI/Bi1Li1O2_ICSD_25385,10.088564,10.088564,10.088564,152.7808,148.98722,41.727779,6.8206,-1.51227,72,241.434,1.6400,25.5000,0.6111,7.3485,3.0000,4.0000,2.1730
MCLC/As4Ba3Si2_ICSD_41183,10.089528,10.089528,7.8304245,74.993378,74.993378,122.68258,4.51554,-0.807832,15,564.734,0.8600,36.4444,0.4706,6.3465,3.0000,9.0000,0.8232
HEX/O2Si1_ICSD_170481,10.090333,10.090333,10.294146,90.0,90.0,120.0,1.31905,-2.77846,194,907.678,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.7126
MCLC/K2O5Si2_ICSD_280480,10.092283,10.092283,10.094478,68.670863,68.670863,68.918408,2.48068,-2.53646,9,860.961,1.7467,11.7778,0.6000,6.4183,3.0000,9.0000,4.3171
MCL/Na2O3Se1_ICSD_280941,10.092423,4.9755419,6.9565429,89.628019,90.0,90.0,3.28836,-1.47171,14,349.317,1.6733,13.3333,0.6154,7.7460,3.0000,6.0000,4.2405
TRI/Mo1Na4O5_ICSD_411635,10.091729,5.7081528,11.098428,101.7353,123.24927,83.644094,3.39914,-1.5973,2,523.488,1.6733,12.6000,0.5000,7.5277,3.0000,10.0000,2.8104
BCC/Al2Fe3O12Si3_ICSD_80670,10.094578,10.094578,10.094578,109.47122,109.47122,109.47122,4.17523,-2.05398,230,791.849,0.9267,12.1000,0.4912,2.8764,4.0000,20.0000,3.3250
TET/B1F8N1_ICSD_68017,10.099442,10.099442,5.3840531,90.0,90.0,90.0,2.13844,-1.43224,113,549.167,1.2933,8.4000,0.6875,1.3499,3.0000,10.0000,2.9001
HEX/Rb2Te2_ICSD_73179,10.100392,10.100375,6.6612747,90.0,90.0,120.00005,3.60707,-0.847997,189,588.523,1.2800,44.5000,0.5714,10.6066,2.0000,2.0000,0.4213
RHL/Be4C6K6O19_ICSD_412642,10.100097,10.09839,10.098209,90.770201,90.730388,90.761387,2.08578,-1.96433,2,1029.69,1.4733,9.0857,0.5789,6.5186,4.0000,35.0000,4.7793
BCT/Ba1Cu2O8V2_ICSD_33804,10.097753,10.097753,10.097753,99.599596,99.599596,131.79569,4.68574,-1.30919,122,700.683,1.3200,17.2308,0.3902,5.2060,4.0000,13.0000,1.3744
MCL/C1F3H3O4S1_ICSD_2393,10.101116,6.1073398,9.7700204,80.886559,90.0,90.0,1.87605,-1.27552,14,595.113,0.8900,7.0000,0.6379,6.8799,5.0000,12.0000,6.3814
ORCC/Ba5Sb4_ICSD_280022,10.104258,10.104258,9.1945404,90.0,90.0,126.12727,5.14072,-1.15633,64,758.218,1.1600,53.7778,0.4000,6.8516,2.0000,9.0000,0.2541
FCC/C4Cl2Mg2Na6O12_ICSD_27790,10.105398,10.105398,10.105398,60.0,60.0,60.0,2.26423,-1.89127,227,729.702,1.3740,9.3846,0.5893,6.9780,5.0000,13.0000,3.7789
HEX/Ca6H6O13Si2_ICSD_39725,10.107915,10.107827,7.5475077,90.000185,89.999764,120.00002,2.53971,-2.41992,143,667.811,1.2700,9.5556,0.5385,7.2338,4.0000,27.0000,3.6801
MCLC/Al2Ca1H6O13Si3_ICSD_30967,10.111827,10.111827,9.8957141,83.849192,83.849192,142.02581,2.21651,-2.2832,9,587.855,1.0940,7.9200,0.5769,6.5757,5.0000,25.0000,5.0345
BCT/Cl3F2Sb1_ICSD_380014,10.112185,10.112185,10.112185,98.011421,98.011421,136.15853,2.66009,-1.38909,82,664.457,1.2867,20.0000,0.7000,0.8165,3.0000,6.0000,1.7973
HEX/Br1O12P3Sr5_ICSD_87102,10.115244,10.115248,7.2598289,90.0,90.0,120.00044,4.14517,-2.9028,176,643.292,1.3733,17.4286,0.5962,6.0710,4.0000,21.0000,4.9461
TRI/Be1Ca1F1O4P1_ICSD_48020,10.117345,9.3178667,5.439416,125.70912,90.00025,85.416852,2.6139,-2.84647,14,414.356,1.5660,10.0000,0.6000,6.5027,5.0000,8.0000,5.1581
HEX/Hg1K6S4_ICSD_266,10.11885,10.118733,7.7706912,90.000009,90.0,120.00038,2.7156,-0.979015,186,689.042,1.1733,23.4545,0.3810,7.5015,3.0000,11.0000,1.7077
TRI/O11Sr3Te4_ICSD_88996,10.122842,9.3984079,7.688744,78.647239,64.751502,73.20062,4.99542,-1.8448,1,631.088,1.6600,22.7778,0.6250,5.3688,3.0000,18.0000,3.1826
TET/As4Ca1Na2O12_ICSD_409335,10.122873,10.122873,5.2425893,90.0,90.0,90.0,3.57156,-1.61401,125,537.221,1.4517,14.2105,0.6250,5.4198,4.0000,19.0000,2.6167
HEX/Ba4Cl6O1_ICSD_16026,10.123462,10.123462,7.6950042,90.0,90.0,119.96626,3.78211,-2.62956,186,683.196,1.7000,30.3636,0.6071,7.5015,3.0000,11.0000,4.3831
TRI/C2Cl2F1H13O8_ICSD_404343,10.124435,9.2092002,9.7200393,67.371868,67.741328,61.140403,1.19052,-0.705434,2,711.417,0.8900,5.0769,0.5667,7.6380,5.0000,26.0000,1.1169
TRI/O11Sr3Te4_ICSD_56798,10.1251,9.4277905,7.6806352,78.948076,64.440543,73.434801,4.98846,-1.8448,2,631.968,1.6600,22.7778,0.6250,5.3688,3.0000,18.0000,3.2034
MCL/H3Li1O6Se2_ICSD_8243,10.127019,5.58715,6.1900738,73.006597,90.0,90.0,2.61642,-1.01618,7,334.95,1.2883,10.1667,0.6154,7.3855,4.0000,12.0000,4.2998
ORC/I1K4Li1O6_ICSD_202560,10.135839,11.471491,13.500586,90.0,90.0,90.0,3.26858,-1.32686,61,1569.76,1.5900,15.0000,0.6042,7.8025,4.0000,12.0000,2.0842
MCLC/Mo3Na2O12Zr1_ICSD_200913,10.139007,10.139007,5.08514,79.47491,79.47491,69.853924,4.28306,-1.74048,15,478.431,1.3933,15.7778,0.5000,5.9705,4.0000,18.0000,2.7245
HEX/K2O6S2_ICSD_36154,10.140799,10.140794,6.4700596,90.005056,89.99497,120.01087,2.06055,-1.68132,150,576.15,1.7467,11.8000,0.6400,6.7082,3.0000,5.0000,4.9256
HEX/Al4K1Na3O16Si4_ICSD_27584,10.140604,10.140611,8.5179607,90.0,90.0,120.00004,2.55824,-2.78171,173,758.567,1.2420,10.2857,0.5938,5.1763,5.0000,28.0000,4.5126
RHL/H6Li6O21P6_ICSD_85734,10.143329,10.143329,10.143329,104.12148,104.12148,104.12148,2.03603,-2.02124,166,928.983,1.2317,7.2308,0.6071,7.1081,4.0000,13.0000,5.2955
MCL/F6H10O4Si1_ICSD_40388,10.148783,6.0608914,6.5827251,75.755559,90.0,90.0,1.82913,-1.69607,14,392.459,1.2467,5.2381,0.6000,7.8897,4.0000,21.0000,6.4835
HEX/As3F1O12Sr5_ICSD_260044,10.152827,10.152802,7.5007838,90.0,90.0,120.00008,4.3342,-2.45128,176,669.591,1.7250,18.7619,0.5962,6.0710,4.0000,21.0000,3.9143
BCC/C60Rb6_ICSD_66880,10.154564,10.154564,10.154564,109.47122,109.47122,109.47122,2.54106,0.207277,204,806.05,1.7300,8.8182,0.4878,3.9196,2.0000,11.0000,0.6934
CUB/Ba1N12P6Sr2_ICSD_415716,10.159021,10.159021,10.159021,90.0,90.0,90.0,4.2223,-0.900727,205,1048.47,1.2817,14.5714,0.5625,4.6614,4.0000,21.0000,4.1549
TET/Si1_ICSD_189401,10.161386,10.161386,24.235245,90.0,90.0,90.0,1.97553,0.178483,137,2502.38,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,0.1324
TRI/I1Te1_ICSD_109,10.166924,8.7229903,8.4309331,104.05768,89.818484,103.49771,4.80147,-0.0714516,2,704.143,0.5600,52.5000,0.6923,0.7071,2.0000,2.0000,0.7496
MCL/Cl1H4Na1O2_ICSD_2313,10.167397,6.4621221,6.5992283,65.334758,90.0,90.0,1.59254,-1.23143,14,394.029,1.4150,6.0000,0.5417,7.9418,4.0000,8.0000,4.9515
HEX/Cl1O12P3Pb5_ICSD_203075,10.169767,10.169823,7.3797373,90.0,90.0,120.00026,6.81494,-1.90189,176,660.99,0.7633,27.0476,0.6316,0.9258,4.0000,21.0000,3.3591
BCC/Al2Mn3O12Si3_ICSD_95273,10.170475,10.170475,10.170475,109.47122,109.47122,109.47122,4.06009,-2.30224,230,809.845,0.9933,11.9500,0.5045,3.2196,4.0000,20.0000,3.5781
MCL/C1N4S3_ICSD_62269,10.173395,5.6530804,14.129185,75.364913,90.0,90.0,1.38735,0.522339,14,786.219,0.3267,10.2500,0.6190,0.7071,3.0000,8.0000,1.9233
MCL/C3H8O2_ICSD_151285,10.177253,6.0586858,11.959719,71.131362,90.0,90.0,0.724309,-0.356155,14,697.817,0.8267,3.2308,0.4375,7.0165,3.0000,13.0000,5.1101
FCC/Br2C4Mg2Na6O12_ICSD_27791,10.178766,10.178766,10.178766,60.0,60.0,60.0,2.61155,-1.86187,227,745.711,1.3340,10.7692,0.5893,6.9780,5.0000,13.0000,3.8894
TRI/Li1O4Rb1S1_ICSD_174059,10.180313,9.6175866,5.3518342,89.999738,60.173015,90.001641,2.75377,-1.9111,14,454.585,1.5767,12.5714,0.6250,7.3193,4.0000,7.0000,5.0780
MCL/Ag6Ge2O7_ICSD_404356,10.182771,5.483758,16.58085,89.945777,89.999586,90.000257,6.48801,0.131842,4,925.872,1.0067,26.8000,0.2759,2.4044,3.0000,15.0000,0.2506
BCC/Cr2Mg3O12Si3_ICSD_77432,10.18378,10.18378,10.18378,109.47122,109.47122,109.47122,3.70213,-2.36973,230,813.027,1.1050,11.1000,0.5294,5.4715,4.0000,20.0000,3.3926
ORC/Al1Cl3H3N1_ICSD_200909,10.186439,10.381607,11.865279,90.0,90.0,90.0,1.59198,-1.08725,61,1254.77,0.9150,9.2500,0.5938,7.7782,4.0000,8.0000,5.1392
TRI/Mo1O4Zn1_ICSD_17030,10.190461,8.3455184,6.9846375,78.207357,66.160264,75.504624,4.29689,-1.30841,2,522.446,1.1933,17.3333,0.3810,4.0825,3.0000,6.0000,3.6587
MCL/Ca1H2I2O7_ICSD_36635,10.190752,7.7494308,8.4702883,85.583764,90.0,90.0,4.06238,-1.05906,14,666.934,1.2967,15.3333,0.6333,6.7487,4.0000,12.0000,3.5888
ORCC/Li2O14Sr1Ti6_ICSD_95908,10.191017,10.191017,11.676025,90.0,90.0,112.51868,3.63419,-2.24805,64,1120.18,1.3383,12.5217,0.5000,6.4841,4.0000,23.0000,3.2233
CUB/Bi1K1O3_ICSD_76976,10.195084,10.195084,10.195084,90.0,90.0,90.0,5.56753,-1.19187,201,1059.67,1.7467,25.2000,0.6250,6.6106,3.0000,5.0000,0.5670
TET/Cl6I1P1_ICSD_26594,10.196054,10.196054,5.5843916,90.0,90.0,90.0,2.12002,-0.570803,113,580.551,0.6467,21.2500,0.7037,0.7071,3.0000,8.0000,1.7635
MCL/Al1C1F5O3Sr2_ICSD_201803,10.19756,5.2358853,13.091026,98.448261,90.0,90.0,3.43184,-3.10538,14,691.388,1.5780,13.6667,0.6250,5.5976,5.0000,12.0000,5.0615
MCL/As4S4_ICSD_80125,10.20086,9.0087612,10.555674,82.136151,90.0,90.0,2.95797,-0.115422,14,960.914,0.4000,24.5000,0.6364,0.7071,2.0000,2.0000,2.0643
HEX/B4Cd3O12Pb3_ICSD_422862,10.201185,10.201152,7.0853712,90.0,90.0,119.99935,6.21027,-1.74298,176,638.551,0.9233,23.0000,0.4394,1.6197,4.0000,22.0000,2.6480
TET/O2Si1_ICSD_170517,10.203072,10.203072,8.6100127,90.0,90.0,90.0,1.781,-2.80777,120,896.325,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.4475
BCC/Fe2Mg3O12Si3_ICSD_66672,10.211042,10.211042,10.211042,109.47122,109.47122,109.47122,3.73498,-2.18052,230,819.574,1.0767,11.3000,0.5094,5.2476,4.0000,20.0000,2.4558
MCL/Hg7O10P2_ICSD_411300,10.212857,6.3842679,9.9891446,84.171973,90.0,90.0,8.33457,-1.05836,14,647.942,0.9600,35.2632,0.2987,1.9240,3.0000,19.0000,1.4984
RHL/Cl1Hf1N1_ICSD_93741,10.213366,10.213366,10.213366,20.26158,20.26158,20.26158,6.77108,-1.89721,166,111.805,1.2400,32.0000,0.5000,7.0000,3.0000,3.0000,2.2698
HEX/Si1_ICSD_189396,10.214879,10.214948,10.384305,90.0,90.0,119.99977,1.98798,0.0794809,191,938.379,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,1.1182
RHL/Ba2Br1Cu1O2_ICSD_67395,10.215173,10.215173,10.215173,24.532261,24.532261,24.532261,4.62586,-1.76022,166,161.575,1.4517,32.0000,0.3824,7.0333,4.0000,6.0000,2.6194
MCLC/Al4H3O15P3_ICSD_6193,10.219483,10.219361,7.2860449,80.204708,80.202948,40.626708,3.02541,-2.39592,15,487.24,0.9167,8.8000,0.6083,4.8734,4.0000,25.0000,5.5152
MCL/Br3Hg2Te1_ICSD_417407,10.223026,7.8884989,10.283629,84.59573,90.001819,89.999719,6.18249,-0.420132,14,825.63,0.6400,52.8333,0.3725,2.4833,3.0000,6.0000,1.8936
CUB/Si1_ICSD_189393,10.226994,10.226994,10.226994,90.0,90.0,90.0,2.0056,0.0626397,223,1069.66,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,1.3129
MCL/C1Cl1H3O1S1_ICSD_107497,10.228377,5.4913704,10.599082,92.80609,90.0,90.0,1.10083,-0.37732,14,594.613,0.6180,7.1429,0.5769,7.9343,5.0000,7.0000,2.6370
BCT/Cl3F2Sb1_ICSD_200039,10.229157,10.229157,10.229157,97.693873,97.693873,137.07448,2.60542,-1.38705,79,678.4,1.2867,20.0000,0.7000,0.8165,3.0000,6.0000,1.7597
MCL/Al1As3Cl4S5_ICSD_415503,10.235258,6.6580493,12.01882,75.618152,90.0,90.0,2.31845,-0.645255,11,793.377,0.8417,20.0000,0.6579,1.1435,4.0000,13.0000,2.2595
ORCC/O2Si1_ICSD_55948,10.240407,10.240407,14.138384,90.0,90.0,136.64467,1.76439,-2.79258,63,1017.86,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.4335
ORCF/C2H6O4S1_ICSD_171689,10.243264,8.6873136,6.8017503,81.822932,57.085007,41.09206,1.43374,-0.593076,43,292.158,0.6250,5.0769,0.5455,7.5184,4.0000,13.0000,6.2071
MCL/C1O3Rb2_ICSD_14155,10.248036,5.998767,7.466861,83.836735,90.0,90.0,3.3612,-1.75346,14,456.376,1.7467,17.3333,0.5833,7.5277,3.0000,6.0000,3.4133
MCL/Ca3O9Si2Sn1_ICSD_80466,10.249329,7.4416119,10.563189,88.896109,90.000247,89.999928,3.62069,-2.74502,14,805.521,1.2300,14.0000,0.5833,5.6467,4.0000,15.0000,3.0992
RHL/C60_ICSD_95370,10.252066,10.252066,10.252066,53.368368,53.368368,53.368368,1.85922,0.3982,166,643.649,0.0000,6.0000,0.5000,0.0000,1.0000,1.0000,0.7997
MCL/C1F1H7N3O3P1_ICSD_163101,10.251803,6.8943896,9.4136554,75.362225,90.0,90.0,1.64111,-0.99416,14,643.761,0.8773,5.1250,0.5536,7.4285,6.0000,16.0000,5.0836
BCC/Cr2Fe3O12Si3_ICSD_27375,10.252653,10.252653,10.252653,109.47122,109.47122,109.47122,4.38561,-1.57121,230,829.635,0.9017,13.2000,0.4500,3.8320,4.0000,20.0000,3.0148
MCL/Ca1Cl2H8O4_ICSD_1531,10.256067,9.1157525,12.120354,72.697059,90.0,90.0,1.68572,-1.31946,14,1081.87,1.3800,6.2667,0.5417,7.7294,4.0000,15.0000,5.2366
MCL/Br6Hg3Se2Zr1_ICSD_412467,10.256205,9.1257656,10.708288,75.921613,90.0,90.0,4.54473,-0.738771,14,972.146,0.9067,46.5000,0.4043,3.9428,4.0000,12.0000,1.3700
MCLC/C2H5Na3O8_ICSD_16641,10.257738,10.257738,10.468824,73.358335,73.358335,20.184642,2.06423,-1.44773,15,363.648,1.3133,6.3333,0.5625,7.4903,4.0000,18.0000,4.6256
MCLC/H8N2S8_ICSD_187244,10.258074,10.258074,13.128719,51.361576,51.361576,67.703114,1.15288,-0.0513534,12,842.763,0.5600,8.3333,0.5758,7.8067,3.0000,9.0000,0.2757
TRI/C22Ge2H66Si8_ICSD_260317,10.261009,13.956579,9.4845773,76.772695,56.94323,75.525809,1.06239,-0.199566,2,1095.1,0.3567,3.8163,0.3299,6.1594,4.0000,49.0000,3.9389
RHL/Ba1K4O18V6_ICSD_164865,10.273605,10.273605,10.273605,85.050252,85.050252,85.050252,2.74682,-1.86442,161,1072.87,1.4333,14.2759,0.5000,6.3979,4.0000,29.0000,3.0035
